dataset;measure;test-type;Accuracy;Precision;Recall;F-Measure;Specificity;Fall-out;FDR
Patel's Vehicle_urban;wDFClassifierTest;cross-validation;0.8074936708860759;0.6425928457507405;0.6288731917887929;0.6270334928229666;0.8605164731752752;0.13948352682472467;0.3574071542492595
San Francisco cab (Airport <-> Mall);MSTPClassifierTest;cross-validation;0.4526684636118598;0.9295238095238094;0.2;0.15722543352601157;0.8;0.2;0.07047619047619048
New York bus(lines=2);MSMMovePointsClassifierTest;cross-validation;0.9942845478669117;0.9888544891640867;1.0;0.9943482587064676;0.988562091503268;0.01143790849673203;0.011145510835913312
Pisa (Users [2, 3]);ERPClassifierTest;cross-validation;0.6133333333333333;1.0;0.0;0.0;1.0;0.0;0.0
San Francisco cab (Airport <-> Mall);MSMClassifierTest;holdout;0.6551724137931034;0.6551724137931034;1.0;0.7916666666666666;0.0;1.0;0.3448275862068966
San Francisco cab (Airport <-> Mall);MSTPClassifierTest;holdout;0.6551724137931034;0.6551724137931034;1.0;0.7916666666666666;0.0;1.0;0.3448275862068966
Pisa (Users [4, 6]);LCSSClassifierTest;holdout;1.0;1.0;1.0;1.0;0.0;0.0;0.0
New York bus(lines=2);HCSSClassifierTest;holdout;0.9739130434782609;0.9692307692307692;0.984375;0.9767441860465116;0.9607843137254902;0.039215686274509776;0.03076923076923077
Pisa (Users [2, 3]);DTWClassifierTest;cross-validation;0.6133333333333333;1.0;0.0;0.0;1.0;0.0;0.0
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);CVTIClassifierTest;holdout;0.25;1.0;0.0;0.0;1.0;0.0;0.0
Patel's Vehicle_urban;SWALEClassifierTest;holdout;0.984;0.975609756097561;0.975609756097561;0.975609756097561;0.9880952380952381;0.011904761904761862;0.024390243902439025
New York bus(lines=2);wDFClassifierTest;cross-validation;0.9914676464584609;1.0;0.9832708306392517;0.9915166842290131;1.0;0.0;0.0
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);MSMClassifierTest;holdout;0.25;1.0;0.0;0.0;1.0;0.0;0.0
New York bus(lines=2);SWALEClassifierTest;cross-validation;0.6282098387426005;0.6365207046758486;0.6655594997094527;0.6463611968838765;0.5146491004068762;0.4853508995931238;0.36347929532415135
San Francisco cab (Airport <-> Mall);DTWaClassifierTest;cross-validation;0.7318778077268643;0.78133357680763;0.7898156962580369;0.7833871546803743;0.6321408828597532;0.3678591171402468;0.21866642319236984
Dublin bus(lines=2);HCSSClassifierTest;cross-validation;0.9703864524533218;0.9688213441404931;1.0;0.9840418617527051;0.7133333333333334;0.2866666666666666;0.03117865585950692
Pisa (Users [4, 6]);DTWClassifierTest;cross-validation;0.3333333333333333;0.5333333333333333;1.0;0.5599999999999999;0.0;0.6;0.4666666666666667
San Francisco cab (Airport <-> Mall);MSMMoveDistanceClassifierTest;holdout;0.6666666666666666;0.7692307692307693;0.7017543859649122;0.7339449541284404;0.6;0.4;0.23076923076923078
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);CVTIClassifierTest;cross-validation;0.18285714285714283;1.0;0.0;0.0;1.0;0.0;0.0
Patel's Vehicle_urban;LCSSClassifierTest;holdout;0.968;1.0;0.9024390243902439;0.9487179487179488;1.0;0.0;0.0
Dublin bus(lines=2);wDFClassifierTest;holdout;0.9871794871794872;0.9861111111111112;1.0;0.993006993006993;0.8571428571428571;0.1428571428571429;0.013888888888888888
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);LiuSchneiderClassifierTest;cross-validation;0.15428571428571428;0.8;0.1;0.13333333333333333;0.9199999999999999;0.08;0.2
San Francisco cab (Airport <-> Mall);ERPClassifierTest;cross-validation;0.6253728661275831;0.6598332194121668;0.7607488722040007;0.7060955795425433;0.3450620839067566;0.6549379160932434;0.3401667805878332
New York bus(lines=2);MSMMoveAngleClassifierTest;holdout;1.0;1.0;1.0;1.0;1.0;0.0;0.0
Pisa (Users [2, 3]);MSMMoveAngleClassifierTest;holdout;0.6;0.75;0.75;0.75;0.0;1.0;0.25
Dublin bus(lines=2);CVTIClassifierTest;cross-validation;0.9028224055579679;0.9029960920538429;1.0;0.9487378695793843;0.0;1.0;0.09700390794615718
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);MSMClassifierTest;cross-validation;0.18285714285714283;1.0;0.0;0.0;1.0;0.0;0.0
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);SWALEClassifierTest;holdout;0.0;0.0;0.0;0.0;0.6;0.4;1.0
Dublin bus(lines=2);LCSSClassifierTest;holdout;0.9743589743589743;0.9726027397260274;1.0;0.9861111111111112;0.7142857142857143;0.2857142857142857;0.0273972602739726
Dublin bus(lines=2);MSMMoveEllipsesClassifierTest;holdout;0.9743589743589743;0.9726027397260274;1.0;0.9861111111111112;0.7142857142857143;0.2857142857142857;0.0273972602739726
Dublin bus(lines=2);ERPClassifierTest;holdout;0.9102564102564102;0.9102564102564102;1.0;0.953020134228188;0.0;1.0;0.08974358974358974
Dublin bus(lines=2);EDRClassifierTest;cross-validation;0.9707338254450717;0.9645278875713658;0.9853658536585366;0.9741596735189815;0.61;0.39;0.03547211242863417
San Francisco cab (Airport <-> Mall);MSMClassifierTest;cross-validation;0.4526684636118598;0.9295238095238094;0.2;0.15722543352601157;0.8;0.2;0.07047619047619048
Pisa (Users [2, 3]);MSMMovePointsClassifierTest;holdout;0.6;0.75;0.75;0.75;0.0;1.0;0.25
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);HCSSClassifierTest;cross-validation;0.18285714285714283;0.26666666666666666;0.36666666666666664;0.27999999999999997;0.7180952380952381;0.2819047619047619;0.7333333333333333
Pisa (Users [2, 3]);MSMMoveEllipsesClassifierTest;cross-validation;0.3466666666666667;0.7;0.2;0.13333333333333333;0.7;0.3;0.3
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);MSMMoveAngleClassifierTest;cross-validation;0.07714285714285714;0.0;0.0;0.0;0.5209523809523808;0.4790476190476191;1.0
New York bus(lines=2);EDRClassifierTest;cross-validation;0.8674831598285364;0.8004156557727986;1.0;0.8871615809353266;0.7098073525810511;0.29019264741894885;0.19958434422720137
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);wDFClassifierTest;cross-validation;0.18285714285714283;0.33333333333333337;0.26666666666666666;0.13714285714285715;0.6914285714285715;0.30857142857142855;0.6666666666666667
Pisa (Users [4, 6]);MSMMoveAngleClassifierTest;holdout;1.0;1.0;1.0;1.0;0.0;0.0;0.0
San Francisco cab (Airport <-> Mall);HCSSClassifierTest;cross-validation;0.5702246181491464;0.6173788724910605;0.7324861135988365;0.6690923884561989;0.2386956018920076;0.7613043981079926;0.3826211275089396
Pisa (Users [4, 6]);MSMMoveDistanceClassifierTest;cross-validation;1.0;1.0;1.0;1.0;0.6;0.0;0.0
Pisa (Users [4, 6]);MSMClassifierTest;cross-validation;0.3333333333333333;0.5333333333333333;1.0;0.5599999999999999;0.0;0.6;0.4666666666666667
Patel's Vehicle_urban;MSMMoveDistanceClassifierTest;holdout;0.968;0.9111111111111111;1.0;0.9534883720930233;0.9523809523809523;0.04761904761904767;0.08888888888888889
Dublin bus(lines=2);MSTPClassifierTest;cross-validation;0.9028224055579679;0.9029960920538429;1.0;0.9487378695793843;0.0;1.0;0.09700390794615718
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);ERPClassifierTest;cross-validation;0.18285714285714283;1.0;0.0;0.0;1.0;0.0;0.0
Patel's Vehicle_urban;SWALEClassifierTest;cross-validation;0.9920000000000002;0.9800000000000001;0.9826086956521738;0.9803827751196172;0.9929824561403509;0.007017543859649122;0.02
San Francisco cab (Airport <-> Mall);MSMMoveEllipsesClassifierTest;cross-validation;0.6901168014375562;0.7733143423099693;0.7630894318492134;0.767380033464888;0.6261200738607671;0.37387992613923293;0.22668565769003074
Pisa (Users [2, 3]);MSMMoveAngleClassifierTest;cross-validation;0.4133333333333333;0.6666666666666666;0.2;0.1;0.6;0.4;0.3333333333333333
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);MSMMoveEllipsesClassifierTest;cross-validation;0.15428571428571428;0.05;0.06666666666666667;0.05714285714285715;0.580952380952381;0.419047619047619;0.95
New York bus(lines=2);MSMMoveDistanceClassifierTest;holdout;0.991304347826087;1.0;0.984375;0.9921259842519685;1.0;0.0;0.0
San Francisco cab (Airport <-> Mall);SWALEClassifierTest;holdout;0.5;0.6216216216216216;0.6052631578947368;0.6133333333333333;0.3;0.7;0.3783783783783784
San Francisco cab (Airport <-> Mall);LiuSchneiderClassifierTest;cross-validation;0.47511230907457314;0.7705860805860807;0.406666001098188;0.46776960480433194;0.7198202824133504;0.2801797175866496;0.22941391941391945
Patel's Vehicle_urban;CVTIClassifierTest;cross-validation;0.35250632911392404;1.0;0.0;0.0;1.0;0.0;0.0
San Francisco cab (Airport <-> Mall);DTWaClassifierTest;holdout;0.735632183908046;0.7931034482758621;0.8070175438596491;0.8;0.6;0.4;0.20689655172413793
San Francisco cab (Airport <-> Mall);CVTIClassifierTest;cross-validation;0.4526684636118598;0.9295238095238094;0.2;0.15722543352601157;0.8;0.2;0.07047619047619048
San Francisco cab (Airport <-> Mall);MSMMoveAngleClassifierTest;cross-validation;0.7148966756513926;0.7621773411951553;0.7701009217144652;0.7652167984255323;0.5991731911629216;0.40082680883707844;0.23782265880484466
Pisa (Users [2, 3]);MSMMoveDistanceClassifierTest;holdout;0.6;0.75;0.75;0.75;0.0;1.0;0.25
Dublin bus(lines=2);DTWClassifierTest;holdout;0.9358974358974359;0.9342105263157895;1.0;0.9659863945578232;0.2857142857142857;0.7142857142857143;0.06578947368421052
Pisa (Users [2, 3]);LiuSchneiderClassifierTest;cross-validation;0.4133333333333333;0.36666666666666664;0.3;0.2;0.26666666666666666;0.7333333333333334;0.6333333333333333
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);DTWaClassifierTest;cross-validation;0.18285714285714283;1.0;0.0;0.0;1.0;0.0;0.0
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);MSTPClassifierTest;holdout;0.25;1.0;0.0;0.0;1.0;0.0;0.0
Pisa (Users [4, 6]);MSMMoveEllipsesClassifierTest;holdout;1.0;1.0;1.0;1.0;0.0;0.0;0.0
New York bus(lines=2);MSTPClassifierTest;cross-validation;0.45793018983466016;0.8985507246376813;0.2;0.13203883495145632;0.8;0.2;0.10144927536231885
Pisa (Users [4, 6]);LiuSchneiderClassifierTest;holdout;1.0;1.0;1.0;1.0;0.0;0.0;0.0
Patel's Vehicle_urban;MSMMoveDistanceClassifierTest;cross-validation;0.9656033755274261;0.9019108302991361;1.0;0.947910083016466;0.95981668731215;0.040183312687849915;0.09808916970086386
Pisa (Users [4, 6]);DTWaClassifierTest;cross-validation;0.3333333333333333;0.5333333333333333;1.0;0.5599999999999999;0.0;0.6;0.4666666666666667
Patel's Vehicle_urban;LiuSchneiderClassifierTest;holdout;0.736;0.6428571428571429;0.43902439024390244;0.5217391304347826;0.8809523809523809;0.11904761904761907;0.35714285714285715
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);SWALEClassifierTest;cross-validation;0.10571428571428572;0.07333333333333333;0.26666666666666666;0.10714285714285714;0.6057142857142856;0.39428571428571424;0.9266666666666667
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);DTWClassifierTest;holdout;0.25;1.0;0.0;0.0;1.0;0.0;0.0
Pisa (Users [4, 6]);EDRClassifierTest;holdout;1.0;1.0;1.0;1.0;0.0;0.0;0.0
Patel's Vehicle_urban;HCSSClassifierTest;cross-validation;0.8864135021097047;0.9818181818181818;0.6127011190949809;0.7475189786059352;0.9965517241379309;0.0034482758620689724;0.01818181818181818
Pisa (Users [2, 3]);MSTPClassifierTest;cross-validation;0.6133333333333333;1.0;0.0;0.0;1.0;0.0;0.0
San Francisco cab (Airport <-> Mall);MSMMoveAngleClassifierTest;holdout;0.6896551724137931;0.7678571428571429;0.7543859649122807;0.7610619469026548;0.5666666666666667;0.43333333333333335;0.23214285714285715
New York bus(lines=2);MSMMoveAngleClassifierTest;cross-validation;0.9914676464584609;0.9887122416534181;0.9945945945945945;0.9916095199677288;0.988562091503268;0.01143790849673203;0.011287758346581876
New York bus(lines=2);ERPClassifierTest;cross-validation;0.5477036129822412;0.5433268440406662;0.9741727998020904;0.6950524820712981;0.032140729129426435;0.9678592708705736;0.4566731559593338
Pisa (Users [2, 3]);MSMMoveEllipsesClassifierTest;holdout;0.6;0.75;0.75;0.75;0.0;1.0;0.25
San Francisco cab (Airport <-> Mall);MSMMoveEllipsesClassifierTest;holdout;0.7126436781609196;0.8137254901960784;0.7280701754385965;0.7685185185185186;0.6833333333333333;0.31666666666666665;0.18627450980392157
Dublin bus(lines=2);DTWaClassifierTest;cross-validation;0.9407729049066434;0.9304265597697606;1.0;0.963673769176018;0.2866666666666666;0.7133333333333334;0.06957344023023948
Pisa (Users [4, 6]);SWALEClassifierTest;cross-validation;0.4;0.5;0.7;0.3;0.0;0.6;0.5
Dublin bus(lines=2);wDFClassifierTest;cross-validation;0.974641771602258;0.9726118326118327;1.0;0.9859854963304228;0.7766666666666667;0.22333333333333333;0.02738816738816739
San Francisco cab (Airport <-> Mall);MSMMovePointsClassifierTest;holdout;0.7758620689655172;0.8712871287128713;0.7719298245614035;0.8186046511627906;0.7833333333333333;0.21666666666666667;0.12871287128712872
Patel's Vehicle_urban;CVTIClassifierTest;holdout;0.328;0.328;1.0;0.4939759036144578;0.0;1.0;0.672
New York bus(lines=2);DTWaClassifierTest;cross-validation;0.4953664013063891;0.8729211087420042;0.2656062761325919;0.25015130084437015;0.8055462184873949;0.19445378151260503;0.12707889125799574
Pisa (Users [2, 3]);LCSSClassifierTest;holdout;0.4;0.6666666666666666;0.5;0.5714285714285715;0.0;1.0;0.3333333333333333
New York bus(lines=2);LiuSchneiderClassifierTest;holdout;0.5565217391304348;0.5565217391304348;1.0;0.7150837988826816;0.0;1.0;0.4434782608695652
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);LiuSchneiderClassifierTest;holdout;0.16666666666666666;0.0;0.0;0.0;0.7;0.30000000000000004;1.0
Dublin bus(lines=2);MSMClassifierTest;holdout;0.9102564102564102;0.9102564102564102;1.0;0.953020134228188;0.0;1.0;0.08974358974358974
San Francisco cab (Airport <-> Mall);DTWClassifierTest;holdout;0.5689655172413793;0.6511627906976745;0.7368421052631579;0.6913580246913581;0.25;0.75;0.3488372093023256
San Francisco cab (Airport <-> Mall);LiuSchneiderClassifierTest;holdout;0.5459770114942529;0.8571428571428571;0.3684210526315789;0.5153374233128835;0.8833333333333333;0.1166666666666667;0.14285714285714285
New York bus(lines=2);EDRClassifierTest;holdout;0.7130434782608696;1.0;0.484375;0.6526315789473685;1.0;0.0;0.0
Pisa (Users [2, 3]);MSMClassifierTest;cross-validation;0.6133333333333333;1.0;0.0;0.0;1.0;0.0;0.0
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);MSMMoveAngleClassifierTest;holdout;0.5833333333333334;0.5;0.5;0.5;0.9;0.09999999999999998;0.5
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);MSMMovePointsClassifierTest;cross-validation;0.18285714285714283;0.05;0.06666666666666667;0.05714285714285715;0.5476190476190477;0.4523809523809524;0.95
Pisa (Users [4, 6]);MSMMoveDistanceClassifierTest;holdout;1.0;1.0;1.0;1.0;0.0;0.0;0.0
Pisa (Users [4, 6]);HCSSClassifierTest;holdout;1.0;1.0;1.0;1.0;0.0;0.0;0.0
Pisa (Users [4, 6]);ERPClassifierTest;cross-validation;0.3333333333333333;0.5333333333333333;1.0;0.5599999999999999;0.0;0.6;0.4666666666666667
Patel's Vehicle_urban;MSMMoveEllipsesClassifierTest;holdout;0.984;0.9534883720930233;1.0;0.9761904761904763;0.9761904761904762;0.023809523809523836;0.046511627906976744
Pisa (Users [4, 6]);LiuSchneiderClassifierTest;cross-validation;0.6;0.6;1.0;0.6;0.2;0.4;0.4
San Francisco cab (Airport <-> Mall);DTWClassifierTest;cross-validation;0.6369272237196765;0.6646476303753298;0.7533300250664835;0.7045814324342642;0.36538185168480414;0.6346181483151957;0.3353523696246701
Dublin bus(lines=2);HCSSClassifierTest;holdout;0.9743589743589743;0.9726027397260274;1.0;0.9861111111111112;0.7142857142857143;0.2857142857142857;0.0273972602739726
Patel's Vehicle_urban;MSMClassifierTest;holdout;0.328;0.328;1.0;0.4939759036144578;0.0;1.0;0.672
Pisa (Users [4, 6]);ERPClassifierTest;holdout;0.0;1.0;0.0;0.0;0.0;0.0;0.0
Dublin bus(lines=2);ERPClassifierTest;cross-validation;0.9028224055579679;0.91852800694746;0.8926829268292682;0.8869643971501742;0.16666666666666669;0.8333333333333333;0.08147199305254016
Pisa (Users [4, 6]);wDFClassifierTest;holdout;0.0;1.0;0.0;0.0;0.0;0.0;0.0
San Francisco cab (Airport <-> Mall);MSMMoveDistanceClassifierTest;cross-validation;0.7034141958670261;0.7511060075672409;0.7616150019135093;0.7548941201177857;0.5793696392155956;0.42063036078440436;0.24889399243275911
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);MSMMoveDistanceClassifierTest;cross-validation;0.13428571428571429;0.05;0.06666666666666667;0.05714285714285715;0.5876190476190477;0.41238095238095235;0.95
Pisa (Users [2, 3]);wDFClassifierTest;cross-validation;0.4533333333333333;0.7666666666666667;0.4;0.38;0.6666666666666667;0.33333333333333337;0.2333333333333333
Pisa (Users [2, 3]);HCSSClassifierTest;holdout;0.6;1.0;0.5;0.6666666666666666;1.0;0.0;0.0
Pisa (Users [1, 2, 3, 4, 5, 6, 7]);DTWaClassifierTest;holdout;0.25;1.0;0.0;0.0;1.0;0.0;0.0
San Francisco cab (Airport <-> Mall);LCSSClassifierTest;cross-validation;0.5947888589398024;0.6253188700268729;0.7103555212331025;0.6648846253564947;0.2896171267544823;0.7103828732455177;0.3746811299731271
New York bus(lines=2);HCSSClassifierTest;cross-validation;0.743498673198612;0.7227772332536115;0.92785361261603;0.8032142857142857;0.5075672157596091;0.49243278424039094;0.2772227667463885
New York bus(lines=2);MSTPClassifierTest;holdout;0.5565217391304348;0.5565217391304348;1.0;0.7150837988826816;0.0;1.0;0.4434782608695652
New York bus(lines=2);CVTIClassifierTest;cross-validation;0.45793018983466016;0.8985507246376813;0.2;0.13203883495145632;0.8;0.2;0.10144927536231885
