dataset;stop-semantic;measure;test-type;Accuracy;Precision;Recall;F-Measure;Specificity;Fall-out;FDR
Geolife University;STOP_REGION;DTWaClassifierTest;cross-validation;0.9166666666666667;0.9274725274725275;0.8333333333333333;0.870857142857143;0.9905128205128205;0.009487179487179498;0.07252747252747252
Geolife University;STOP_REGION;MSTPClassifierTest;holdout;0.4117647058823529;1.0;0.225;0.36734693877551017;1.0;0.0;0.0
Geolife University;STOP_REGION;DTWaClassifierTest;holdout;0.9327731092436975;1.0;0.925;0.961038961038961;1.0;0.0;0.0
Geolife University;STOP_REGION;EDRClassifierTest;holdout;0.7647058823529411;0.9142857142857143;0.8;0.8533333333333333;0.9620253164556962;0.03797468354430378;0.08571428571428572
Geolife University;STOP_REGION;MSMClassifierTest;holdout;0.680672268907563;0.8;0.7;0.7466666666666666;0.9113924050632911;0.08860759493670889;0.2
Geolife University;STOP_REGION;H_MSM_StopMove_TemporalDurationClassifierTest;cross-validation;0.8166666666666667;0.5376068376068376;0.6509523809523811;0.5766994478951;0.9023398017590395;0.09766019824096048;0.4623931623931624
Geolife University;STOP_REGION;CVTIClassifierTest;holdout;0.42016806722689076;1.0;0.225;0.36734693877551017;1.0;0.0;0.0
Geolife University;STOP_REGION;CVTIClassifierTest;cross-validation;0.5722222222222222;0.3640882969540017;0.8266666666666665;0.3143359613410418;0.48951370468611843;0.5104862953138815;0.6359117030459982
Geolife University;STOP_REGION;EDRClassifierTest;cross-validation;0.788888888888889;0.6222222222222221;0.6066666666666667;0.5970537084398977;0.9380222439387594;0.061977756061240605;0.37777777777777777
Geolife University;STOP_REGION;MSMClassifierTest;cross-validation;0.725;0.6477472527472528;0.5628571428571428;0.5943722943722943;0.9472734887616922;0.05272651123830794;0.35225274725274724
Geolife University;STOP_REGION;MSTPClassifierTest;cross-validation;0.5638888888888889;0.35849360435086436;0.8266666666666665;0.3068066167198279;0.4668346595932803;0.5331653404067197;0.6415063956491356
Geolife University;STOP_REGION;LCSSClassifierTest;cross-validation;0.736111111111111;0.591996891996892;0.5628571428571428;0.5689337474120083;0.9343380334124436;0.06566196658755644;0.40800310800310796
Geolife University;STOP_REGION;LCSSClassifierTest;holdout;0.6638655462184874;0.75;0.6;0.6666666666666665;0.8987341772151899;0.10126582278481011;0.25
Geolife University;STOP_REGION;wDFClassifierTest;holdout;0.9411764705882353;0.975;0.975;0.975;0.9873417721518988;0.012658227848101222;0.025
Geolife University;STOP_REGION;H_MSM_StopMove_TemporalDurationClassifierTest;holdout;0.773109243697479;0.9166666666666666;0.825;0.8684210526315789;0.9620253164556962;0.03797468354430378;0.08333333333333333
Geolife University;STOP_REGION;wDFClassifierTest;cross-validation;0.9222222222222222;0.8630952380952381;0.9004761904761904;0.8807389162561577;0.9730899529992089;0.026910047000791092;0.13690476190476192
