1950,8,12,0,1,ABLE,16.5,-54.5,35,0
1950,8,12,6,1,ABLE,17.1,-55.5,40,0
1950,8,12,12,1,ABLE,17.7,-57.0,45,0
1950,8,12,18,1,ABLE,18.4,-58.3,50,0
1950,8,13,0,1,ABLE,19.1,-59.5,50,0
1950,8,13,6,1,ABLE,20.1,-61.1,55,0
1950,8,13,12,1,ABLE,21.0,-62.5,65,0
1950,8,13,18,1,ABLE,21.6,-63.2,70,0
1950,8,14,0,1,ABLE,22.2,-63.7,70,0
1950,8,14,6,1,ABLE,23.0,-64.6,70,0
1950,8,14,12,1,ABLE,23.6,-65.3,70,0
1950,8,14,18,1,ABLE,24.0,-65.8,75,0
1950,8,15,0,1,ABLE,24.4,-66.2,75,0
1950,8,15,6,1,ABLE,24.8,-66.7,75,0
1950,8,15,12,1,ABLE,25.2,-67.2,80,0
1950,8,15,18,1,ABLE,25.5,-67.7,80,0
1950,8,16,0,1,ABLE,25.7,-68.3,85,0
1950,8,16,6,1,ABLE,25.8,-68.8,90,0
1950,8,16,12,1,ABLE,25.7,-69.2,90,0
1950,8,16,18,1,ABLE,25.6,-69.7,95,0
1950,8,17,0,1,ABLE,25.4,-70.4,100,0
1950,8,17,6,1,ABLE,25.3,-71.4,105,0
1950,8,17,12,1,ABLE,25.3,-72.4,110,0
1950,8,17,18,1,ABLE,25.5,-73.2,115,0
1950,8,18,0,1,ABLE,26.1,-73.8,120,0
1950,8,18,6,1,ABLE,26.8,-74.4,120,0
1950,8,18,12,1,ABLE,27.5,-74.9,120,0
1950,8,18,18,1,ABLE,28.2,-75.4,120,0
1950,8,19,0,1,ABLE,28.9,-75.8,120,0
1950,8,19,6,1,ABLE,29.9,-76.1,120,0
1950,8,19,12,1,ABLE,31.0,-76.2,120,0
1950,8,19,18,1,ABLE,31.9,-76.0,120,0
1950,8,20,0,1,ABLE,32.8,-75.7,120,0
1950,8,20,6,1,ABLE,34.5,-74.8,115,0
1950,8,20,12,1,ABLE,36.5,-72.9,110,0
